type,id,thumbnail,image,name,description,yearpublished,minplayers,maxplayers,poll,playingtime,minplaytime,maxplaytime,minage,link,statistics,marketplacelistings
boardgame,440,https://cf.geekdo-images.com/7D1zofYVUpFYGP1TYTRzGQ__thumb/img/clbNyzXW5effb5Z_m_XD6YuFoPo=/fit-in/200x150/filters:strip_icc()/pic392776.jpg,https://cf.geekdo-images.com/7D1zofYVUpFYGP1TYTRzGQ__original/img/hz5c3ho8ub3bPlFC9sheceK87Qg=/0x0/filters:format(jpeg)/pic392776.jpg,,"Once a year, Buffalo City goes beef crazy. Cowboys drive their cows here to the biggest auction in the Wild West. The players must attempt to find grazing for their cows on the limited pasture.&#10;&#10;Which beef baron will most cleverly play his cards?&#10;&#10;Players have 10 cards to play which specify a number of cows.  Each round features a simultaneous selection of 2 of the 10 cards and a designation of which of the several pastures (the number of pastures in the game depends on the number of players) you'll try to place the cows in.  The tricky part starts with the rule that no two players can ever have exactly the same number of cows in a given pasture.  So if you plan to put 4 cows in a certain pasture, but somebody else has exactly 4 there already when your turn comes around, you'll only get to put 3 of them in -- and if somebody else has exactly 3 there already, you'll only get to put 2 of them in.  And it's very detrimental to your gameplan if you don't get to play all the cows you're entitled to!&#10;&#10;When a pasture is completely filled with cows, there are bonuses paid in the form of a chance to put extra cows into other pastures, but perversely, the better bonuses go to the players with the second or third most cows, not the first most.  This is the *really* tricky part.&#10;&#10;The game ends after five swift rounds and all 10 of your cards played, maybe half an hour from start to finish. Whoever has the most cows in the pastures wins!&#10;&#10;",,,,,,,,,,,
boardgame,441,https://cf.geekdo-images.com/4IIrcAUtTQq6ftFiQVIrAg__thumb/img/pzSEuDordR4BVzn-FviYsmGBmM4=/fit-in/200x150/filters:strip_icc()/pic184241.jpg,https://cf.geekdo-images.com/4IIrcAUtTQq6ftFiQVIrAg__original/img/YIafpqHLFgX25JXO-HfXZOCGL04=/0x0/filters:format(jpeg)/pic184241.jpg,,"Filthy Rich is a card game that is played with a binder and 4 pages of Ultra Pro card protector pages.  Players launch business billboards in the form of cards that get placed in the pages.  If the number rolled on the business dice corresponds to your billboard you get paid.  Income is spent to acquire Luxuries, and the first player to own three luxuries wins!  However, Luxuries and Businesses have a tax value that is due during a randomly-triggered tax phase.  if you cannot pay your taxes, you must liquidate your empire.  Special action cards and events add to this light but fun game.&#10;&#10;",,,,,,,,,,,
boardgame,442,https://cf.geekdo-images.com/rAVVAKie8Ujp0wEZzAfBAQ__thumb/img/dL4aQY53BEfMH3DWy30K8qKqLnM=/fit-in/200x150/filters:strip_icc()/pic103131.jpg,https://cf.geekdo-images.com/rAVVAKie8Ujp0wEZzAfBAQ__original/img/-obi9KyxHXw2VDktyR-yQVNnO-I=/0x0/filters:format(jpeg)/pic103131.jpg,,"Translating as &quot;By the Width of a Tire,&quot; this game covers a Tour de France-type of bicycle race.  Each player takes control of a four-member racing team, and the goal is to score as many points as possible for the whole team.  Movement is primarily handled by dice, however a limited card set partially replaces die results.  Once you add unique rules which allow riders to draft one another and multiple kinds of road surfaces, this game has much to offer race fans.&#10;&#10;Homas Tour is the original edition of the cycle racing game later known as Um Reifenbreite. Many copies of the original game were destroyed in a warehouse fire in 1979. The combination of its sudden rarity and recognition as a good game meant that Homas Tour was (and is) very desirable, particularly to collectors. Everyone else can save their money and enjoy Um Reifenbreite!&#10;&#10;",,,,,,,,,,,
boardgame,443,https://cf.geekdo-images.com/O-o5sVxmvFrHAJ_UT0UNrw__thumb/img/luyRTvVoMm3MElK3E0AyppCJD7M=/fit-in/200x150/filters:strip_icc()/pic2552987.png,https://cf.geekdo-images.com/O-o5sVxmvFrHAJ_UT0UNrw__original/img/pRiqWT8bLjU_0JXTsoBUjS5Hi6o=/0x0/filters:format(png)/pic2552987.png,,"The clever little game Code 777 combines the elements of a good, logical deduction game and Indian poker. Each player receives a rack for keeping three tiles drawn from a pool of tiles, which are seven different numbers in seven different colors (28 tiles in total); however, the rack is turned away from you. When players sit in a circle, each player can see everyone else's tiles, except their own. Each turn, players draw a card with a question like, &quot;Do you see more yellow sevens or more blue sevens?&quot; which should help the others determine their tiles. Once you're reasonably sure of which tiles you have in front of you, you can take a guess &mdash; but if you're wrong, you have to start over with a fresh set of tiles ...&#10;&#10;Code 777 was explicitly inspired by What's That on My Head?, and Alex Randolph credited Robert Abbott with co-designing this game based on that inspiration.&#10;&#10;In 2010, Stronghold Games released Code 777: 25th Anniversary Deluxe Edition, adding both a fifth player to the game and symbols to make it colorblind-friendly. In 2015, Stronghold Games released Code 777: 30th Anniversary Limited Edition, which is the final edition from Stronghold Games.&#10;&#10;In 2015 DiceTree Games released a multi-lingual edition of the game.&#10;&#10;Similar to:&#10;&#10;    What's That on My Head?&#10;    Egghead&#10;    Figure It&#10;    Amnesia&#10;    Guess What I Am!&#10;    Coyote&#10;    Pow Wow&#10;    Am I a Banana?&#10;    What's That on My Head?&#10;&#10;&#10;",,,,,,,,,,,
boardgame,444,https://cf.geekdo-images.com/mbZOI5Ke9pA0uKXXG6-Awg__thumb/img/W3Vs0LlGQIvzaa8soiMaVWp3Ssw=/fit-in/200x150/filters:strip_icc()/pic3989540.png,https://cf.geekdo-images.com/mbZOI5Ke9pA0uKXXG6-Awg__original/img/IoT1AAHN1w08ZdagufrMIjCV9cU=/0x0/filters:format(png)/pic3989540.png,,"Although billed as a children's game, Escape from the Hidden Castle, a.k.a. Midnight Party or Hugo, is actually quite enjoyable by adults as a light, fun game. Each player controls a number of guests at a party, with the number of guests dependent on the number of players. These guests start the round in the spaces of the gallery on the game board, one guest per space; this initial placement is a large part of a player's strategy.&#10;&#10;The Phantom (or &quot;Hugo the ghost&quot; in earlier versions) starts in the cellar, then climbs the stairs towards the gallery where the guests circle. The mechanism for the Phantom's movement is simple: On a player's turn, he rolls a special die. If he gets a number, he moves his pieces; if he gets a Phantom, the Phantom moves. This means that with more players in the game, the Phantom moves a lot more frequently, so you must adjust your strategy accordingly.&#10;&#10;Once the Phantom has reached the gallery, the guests can start ducking into rooms adjoining the gallery to avoid him, with only one guest per room! A couple of rooms are special in that they add or subtract extra &quot;fright points&quot; from your score. As the Phantom catches up with the remaining guests, they are sequestered on the stair steps, then in the cellar. The first guest caught &quot;earns&quot; the most fright points, with those caught later in the round earning less and less.&#10;&#10;Once all the guests have been caught, the fright points are tallied. After playing a predetermined number of rounds, the player with the fewest fright points wins!&#10;&#10;",,,,,,,,,,,
boardgame,445,https://cf.geekdo-images.com/Q43I5rYyVlwD6pna8FIwoQ__thumb/img/RdMGhuf1Sjm-SUKz_TG8HlCId-E=/fit-in/200x150/filters:strip_icc()/pic242020.jpg,https://cf.geekdo-images.com/Q43I5rYyVlwD6pna8FIwoQ__original/img/6cVT8HNSGZIMGbK1CvSpZH2yAlc=/0x0/filters:format(jpeg)/pic242020.jpg,,"A simple game. Race to the end of a path. On your turn, you must move one figure and place as many rocks in the heads of other figures as the number of spaces you moved. Of the first two finishers, the one with the most rocks in his head wins.&#10;&#10;The pieces are big honking Moai (Easter Island Statues) heads made of plastic which are hollow. The game is short and simple. There is not a huge amount of strategy and it helps if the other players cannot remember how many rocks are in the others heads.&#10;&#10;",,,,,,,,,,,
boardgame,446,https://cf.geekdo-images.com/6Gwob4FqzWcPHRgsIthFrA__thumb/img/rXla7Iev39IuXw8KO9XwIwSyizE=/fit-in/200x150/filters:strip_icc()/pic860210.jpg,https://cf.geekdo-images.com/6Gwob4FqzWcPHRgsIthFrA__original/img/FiCULptz4aO9qHqgWONzPtdbZH0=/0x0/filters:format(jpeg)/pic860210.jpg,,"Players take turns dropping their marbles down the channels of the game, trying to get as many marbles as possible to fall out the bottom.  Impeding the motion of the marbles are several plastic gates.  The gates catch the first marble that hits their top (subsequent marbles roll off) and swing back and forth when a marble hits their base.  Using logic, players deduce which way the gates will move when they drop their marble, and try to make a move that results in the most marbles making it to the bottom of the game (or that blocks a potentially good move by their opponent).&#10;&#10;",,,,,,,,,,,
boardgame,449,https://cf.geekdo-images.com/dBkE6eGIjvAo7rEQP9aGFA__thumb/img/lV0zdVw6lu3JwD4RcZJ7DT8A60Y=/fit-in/200x150/filters:strip_icc()/pic200928.jpg,https://cf.geekdo-images.com/dBkE6eGIjvAo7rEQP9aGFA__original/img/vaQRTQTYTZ1KZYw0j9G5ATQKbwo=/0x0/filters:format(jpeg)/pic200928.jpg,,"This is a light game -- lighter than air, one might even say -- in which each player starts the game with a card assigning a secret interest in three different balloons.  The balloon markers are lovely little brightly colored plastic gadgets, and on your turn you roll a die and choose which of the eight you want to move.  Some spots you land on give you a free roll; from some you can only go backwards.  With much shucking and jiving the balloons gradually float and bump up toward the finish line whilst players feign disinterest in their own colors in hopes they'll be promoted by others.  When all three of your balloons reach the finish, you can claim victory.&#10;&#10;",,,,,,,,,,,
boardgame,450,https://cf.geekdo-images.com/bewY-dF4QP6v69Zx-85OWQ__thumb/img/81SQZ6gZtLbociMITkBflio4_aE=/fit-in/200x150/filters:strip_icc()/pic818066.jpg,https://cf.geekdo-images.com/bewY-dF4QP6v69Zx-85OWQ__original/img/_8lS-RMOvYtF4ipOVa7WhKAZHYY=/0x0/filters:format(jpeg)/pic818066.jpg,,"Octi is a unique abstract strategy game.   Its object is to move your pieces into your opponent's starting points.  Octi  allows for multiple jumping, capturing, and special movement of pieces.  On each move players decide whether to bring in new pieces, upgrade their existing pieces, or move a piece.  The choices in this game are staggering and each move presents and entire new way of thinking about the game.  There is a 4 player teams variant that is included in the rules.&#10;&#10;",,,,,,,,,,,
boardgame,451,https://cf.geekdo-images.com/n6ty2zc7Y9lUcYZQHyCy-w__thumb/img/TYErgl-xNdC64Ls5EGA5tVUTWtM=/fit-in/200x150/filters:strip_icc()/pic293821.jpg,https://cf.geekdo-images.com/n6ty2zc7Y9lUcYZQHyCy-w__original/img/GPpe9S7x7XcEwvKYOQsAt3vt6Z0=/0x0/filters:format(jpeg)/pic293821.jpg,,"Translated as Cutpurse, this is a fairly unique entry in the trick-taking genre.  Three of the suits are relatively normal, however, the cards that are worth points, in the form of gold coins, have the least value.  The special thing about this game is the trump suit, which could have the Assassin killing the King or the Adventurer seducing the Countess; the character interaction is very interesting aspect.&#10;&#10;",,,,,,,,,,,
